Changed?,Name,Description,Name_en,Description_en,
,Blue Ocean,Do [sword]<d6> damage|(Cost [mana]2[]: heal 3),[1f535-border][1f30a-border],[1f4e4][sword]<d6>[1f915]|[2796][mana][32-20E3][27a1][heal][33-20E3],
,Lucky 7,Do [sword]7[;] return a dice,[1f340-border][37-20E3-border],[1f4e4][sword][37-20E3][1f915]|[21aa][dice],
,Lucky 7_upgraded,Do [sword]7[;] return first dice,Lucky 7_upgraded,[1f4e4][sword][37-20E3][1f915]|[21aa][23ee][dice],
,Lucky 7_downgraded,Do [sword]7 damage,Lucky 7_downgraded,[1f4e4][sword][37-20E3][1f915],
,Nunchucks,Do [sword]<d6> damage|[gray](Reuseable),[1f977-border][26d3-border],[1f4e4][sword]<d6>[1f915]|,
,Nunchucks_upgraded,[sword]<d6>[;] return difference|[gray](Reuseable),Nunchucks_upgraded,[sword]<d6>|[21aa][1f522][dice][2796][dice]|,
,Master Key,Split a dice as|evenly as possible,[2b06-border][1f511-border],[1fa9a][dice][2696],
,Cowbell,Inflict [weaken]1 weaken|[gray](Reuseable),[1f404-border][1f514-border],[1f4e4][weaken][31-20E3]|,
,Chisel,Dice value -1[;] roll a 1 ,[2692-border],[dice][1f522][2796][31-20E3]|[1f504][dice][1f522][31-20E3],
,Chisel_upgraded,Dice value -1[;] roll a 1|[gray](Reuseable),Chisel_upgraded,[dice][1f522][2796][31-20E3]|[1f504][dice][1f522][31-20E3]|,
,Chisel_downgraded,Dice value -1,Chisel_downgraded,[dice][1f522][2796][31-20E3],
,Signal Jammer,Split a dice unevenly,[1f4e1-border][1f6a7-border],[1fa9a][dice][26d4][2696],
,Signal Jammer_upgraded,Split a dice unevenly|[gray](Reuseable),Signal Jammer_upgraded,[1fa9a][dice][26d4][2696]|,
,Splitula,Flip a dice upside down[;]|duplicate the flipped dice,[1fa9a-border][1f643-border],[1f500][dice]|[1f449][dice][25b6][dice][dice],
,Splitula_downgraded,Flip a dice upside down,Splitula_downgraded,[1f500][dice],
,Blast Chiller,[ice]4 damage + [ice]1 freeze|[gray](Reuseable),[1f32c-border][1f9ca-border],[ice][34-20E3][1f915][2795][ice][31-20E3]|,
,Blast Chiller_upgraded,[ice]6 damage + [ice]1 freeze|[gray](Reuseable),Blast Chiller_upgraded,[ice][36-20E3][1f915][2795][ice][31-20E3]|,
,Blast Chiller_downgraded,[ice]2 damage + [ice]1 freeze|[gray](Reuseable),Blast Chiller_downgraded,[ice][32-20E3][1f915][2795][ice][31-20E3]|,
,Befuddle,Duplicate one dice[;]|return the other,[1f974-border],[1f449][1f4ee][1f4ee][dice][25b6][dice][dice]|[21aa][1f4ee][1f4ee][1f448][dice],
,Paper Lantern,Get 3x<slotdoubles> next turn,[1f3ee-border],[1f4e5][33-20E3][2716]<slotdoubles>[23e9][231b],
,Paper Lantern_upgraded,Get 2x<d6> next turn,Paper Lantern_upgraded,[1f4e5][32-20E3][2716]<d6>[23e9][231b],
,Paper Lantern_downgraded,Get a <d6> next turn,Paper Lantern_downgraded,[1f4e5]<d6>[23e9][231b],
,Broken Mirror,Next turn[;] gain +1 dice this|fight[;] and curse yourself,[1f494-border][1fa9e-border],[23e9][231b][1f4e5][2795][31-20E3][dice][1f449][2694][1f4e5][curse],
,Cloak,Gain [reduce]1 reduce|[gray](Reuseable),[1f97c-border],[1f4e5][reduce][31-20E3]|,
,Cloak_downgraded,Gain [reduce]1 reduce,Cloak_downgraded,[1f4e5][reduce][31-20E3],
,Plaster,Heal [heal]1 health|[gray](Reuseable),[1fa79-border],[heal][31-20E3][heart]|,
,Plaster_upgraded,Heal [heal]2 health|[gray](Reuseable),Plaster_upgraded,[heal][32-20E3][heart]|,
,Gong,Do [sword]4 damage per [weaken]1|Enemy loses all weaken,[1f514-border][1f528-border],[1f4e4][sword][34-20E3][1f915][267e][weaken][31-20E3]|[2197][2796][267e][weaken],
,Gong_upgraded,Do [sword]5 damage per [weaken]1|Enemy loses all weaken,Gong_upgraded,[1f4e4][sword][35-20E3][1f915][267e][weaken][31-20E3]|[2197][2796][267e][weaken],
,Gong_downgraded,Do [sword]2 damage per [weaken]1|Enemy loses all weaken,Gong_downgraded,[1f4e4][sword][32-20E3][1f915][267e][weaken][31-20E3]|[2197][2796][267e][weaken],
,Dramatic Exit,Do [sword]1. If this is the final|blow[;] gain [heal] 2 max hp,[1f64c-border][1f6aa-border][1f6b6-border],[1f4e4][sword][31-20E3][1f915]|[2197][26b0][27a1][heart][1f4ca][1f4e5][heal][32-20E3],
,Dramatic Entrance,At the start of the first|turn[;] gain [fury]Fury,[1f64c-border][1f6b6-border][1f6aa-border],[23ee][231b]|[1f4e5][fury],
,Dramatic Entrance_upgraded,At the start of the first|two turns[;] gain [fury]Fury,Dramatic Entrance_upgraded,[23ee][32-20E3][231b]|[1f4e5][fury],
,Dramatic Entrance_downgraded,At the start of the first|turn[;] roll an extra dice,Dramatic Entrance_downgraded,[23ee][231b]|[2795][31-20E3][dice],
,Berlin Key,Set a random dice to <d6>|Return the dice,[1f1e9-1f1ea-border][1f511-border],[2753][dice][25b6]<d6>|[21aa][1f449][dice],
,Berlin Key_upgraded,Set dice to <d6>[;] return dice|[gray](Reuseable),Berlin Key_upgraded,[dice][25b6]<d6>|[21aa][dice]|,
,Square Pair,Roll 2 fours,[23f9-border][23f9-border],[1f504][32-20E3][dice][1f522][34-20E3],
,Square Pair_downgraded,Roll 1 four,Square Pair_downgraded,[1f504][31-20E3][34-20E3],
,Square Pair_weakened,Roll 1 four,Square Pair_weakened,[1f504][31-20E3][34-20E3],
,Wrecking Ball,Do [sword]<d6> damage[;]|reduce countdowns by <d6>,[1f3d7-border][1f4a3-border],[1f4e4][sword]<d6>[1f915]|[1f9ee][2796]<d6>,
,Wrecking Ball_upgraded,[sword]<d6>[;] reduce counts by <d6>|[gray](Reuseable),Wrecking Ball_upgraded,[sword]<d6>|[1f9ee][2796]<d6>|,
,Puppy Paws,Roll 2 fives,[1f436-border][1f43e-border],[1f504][32-20E3][dice][1f522][35-20E3],
,Puppy Paws_upgraded,Roll 2 fives|[gray](Reuseable),Puppy Paws_upgraded,[1f504][32-20E3][dice][1f522][35-20E3]|,
,Puppy Paws_downgraded,Roll 1 five,Puppy Paws_downgraded,[1f504][31-20E3][35-20E3],
,Raw Ambition,Curse enemy,[1f99a-border],[curse][2197],
,Determination,Do [sword]4 damage[;]|add random status,[1f62c-border],[1f4e4][sword][34-20E3][1f915]|[2795][2753][1f300],
,Determination_upgraded,Do [sword]4 damage[;]|add 2x random status,Determination_upgraded,[1f4e4][sword][34-20E3][1f915]|[2795][32-20E3][2716][2753][1f300],
,Determination_downgraded,Add random status,Determination_downgraded,[2795][2753][1f300],
,Tetraphobia,Do [sword]4 damage,[34-20E3-border][1f628-border],[1f4e4][sword][34-20E3][1f915],
,Tetraphobia_upgraded,Do [sword]1 damage[;]|four times,Tetraphobia_upgraded,[1f501][34-20E3][1f4e4][sword][31-20E3][1f915],
,Tetraphobia_downgraded,Do [sword]3 damage,Tetraphobia_downgraded,[1f4e4][sword][33-20E3][1f915],
,Secret Weapon,Gain a random blessing,[1f92b-border][2694-border],[1f4e5][2753][1f642][1f300],
,Secret Weapon_weakened,Gain [shield]4,Secret Weapon_weakened,[1f4e5][shield][34-20E3],
,Secret Weapon_downgraded,Gain [shield]4,Secret Weapon_downgraded,[1f4e5][shield][34-20E3],
,Rosewood Spear,Do [sword]<d6> damage[;]|gain [thorns]2 thorns,[1f339-border][1fab5-border][1f93a-border],[1f4e4][sword]<d6>[1f915]|[1f4e5][thorns][32-20E3],
,Rosewood Spear_upgraded,Do [sword]<d6> damage[;]|gain [thorns]3 thorns,Rosewood Spear_upgraded,[1f4e4][sword]<d6>[1f915]|[1f4e5][thorns][33-20E3],
,Rosewood Spear?,Gain [thorns]2 thorns[;]|do [sword]<d6> damage,[1f339-border][1fab5-border][1f93a-border][2753-border],[1f4e5][thorns][32-20E3]|[1f4e4][sword]<d6>[1f915],
,Rosewood Spear?_upgraded,Gain [thorns]3 thorns[;]|do [sword]<d6> damage,Rosewood Spear?_upgraded,[1f4e5][thorns][33-20E3]|[1f4e4][sword]<d6>[1f915],
,Harmony,Do [weaken]<d6> damage[;] return|dice if enemy is weakened,[1f3b6-border],[1f4e4][weaken]<d6>[1f915]|[2197][weaken][27a1][21aa][dice],
,Sad Verse,Do [weaken]<d6> damage|[weaken]Weakens enemy,[2639-border][1f3bc-border],[1f4e4][weaken]<d6>[1f915]|[weaken][2197],
,Sad Verse_downgraded,Do [weaken]<d6> damage,Sad Verse_downgraded,[1f4e4][weaken]<d6>[1f915],
,High Note,Do [weaken]12 damage,[2b06-border][1f3b5-border],[1f4e4][weaken][31-20E3][32-20E3][1f915],
,High Note_upgraded,Do [weaken]12 damage|[weaken]Weakens enemy,High Note_upgraded,[1f4e4][weaken][31-20E3][32-20E3][1f915]|[weaken][2197],
,High Note_downgraded,Do [weaken]9 damage,High Note_downgraded,[1f4e4][weaken][39-20E3][1f915],
,Big Stick,Do [sword]<d6> damage[;]|on 6[;] gain [thorns]1 thorns,[2b06-border][1f9af-border],[1f4e4][sword]<d6>[1f915]|[36-20E3][27a1][1f4e5][thorns][31-20E3],
,Big Stick_upgraded,Do [sword]<d6> damage[;]|on 6[;] gain [thorns]2 thorns,Big Stick_upgraded,[1f4e4][sword]<d6>[1f915]|[36-20E3][27a1][1f4e5][thorns][32-20E3],
,Big Stick_downgraded,Do [sword]<d6> damage,Big Stick_downgraded,[1f4e4][sword]<d6>[1f915],
,Lighter,Do [fire]2 damage[;]|burn [fire]1 dice,[1f6ac-border],[1f4e4][fire][32-20E3][1f915]|[fire][31-20E3][dice],
,Lighter_upgraded,Do [fire]3 damage[;]|burn [fire]1 dice,Lighter_upgraded,[1f4e4][fire][33-20E3][1f915]|[fire][31-20E3][dice],
,Lighter_downgraded,Do [fire]1 damage[;]|burn [fire]1 dice,Lighter_downgraded,[1f4e4][fire][31-20E3][1f915]|[fire][31-20E3][dice],
,Molotov Cocktail,Do [fire]<d6> damage[;]|on 4[;] burn [fire]1 dice,[fire-border][1f37e-border],[1f4e4][fire]<d6>[1f915]|[34-20E3][27a1][fire][31-20E3][dice],
,Molotov Cocktail_upgraded,Do [fire]<d6> damage[;]|on even[;] burn [fire]1 dice,Molotov Cocktail_upgraded,[1f4e4][fire]<d6>[1f915]|[32-20E3][34-20E3][36-20E3][27a1][fire][31-20E3][dice],
,Knitting Needle,Gain [thorns]1 thorns,[1f9f6-border][1faa1-border],[1f4e5][thorns][31-20E3],
,Chainsaw,Do [sword]<d6> damage[;] if|enemy hp is full[;] do double,[26d3-border][1fa9a-border],[1f4e4][sword]<d6>[1f915]|[2197][heart][2934][heart][1f4ca][27a1][32-20E3][2716],
,Mosquito Bite,Drain [heart]1 health,[1f99f-border][1f9b7-border],[1f4e5][2197][heart][31-20E3],
,Mosquito Bite_upgraded,Drain [heart]2 health,Mosquito Bite_upgraded,[1f4e5][2197][heart][32-20E3],
,Hard Hat,Reduce [reduce]1 damage|from each attack,[1f477-border][1f3a9-border],[reduce][31-20E3],
,Hard Hat_upgraded,Reduce [reduce]2 damage|from each attack,Hard Hat_upgraded,[reduce][32-20E3],
,Hard Hat?,Block [reduce]1 of the|next status effect,[1f477-border][1f3a9-border][2753-border],[reduce][31-20E3][23e9][1f300],
,Hard Hat?_upgraded,Block [reduce]2 of the|next status effect,Hard Hat?_upgraded,[reduce][32-20E3][23e9][1f300],
,Giant Spatula,Flip all your dice|upside down,[2b06-border][1f643-border],[1f500][267e][2199][dice],
,Giant Spatula_upgraded,Flip all dice upside|down[;] return this one,Giant Spatula_upgraded,[1f500][267e][dice]|[21aa][1f449][31-20E3],
,Scorpion,Do [sword]20 damage,[1f982-border],[1f4e4][sword][32-20E3][30-20E3][1f915],
,Scorpion_weakened,Do [sword]10 damage,Scorpion_weakened,[1f4e4][sword][31-20E3][30-20E3][1f915],
,Scorpion_downgraded,Do [sword]10 damage,Scorpion_downgraded,[1f4e4][sword][31-20E3][30-20E3][1f915],
,Scrap Kettle,Self inflict [fire]1 burn|(Always offered as scrap),[267b-border][1fad6-border],[1f4e5][fire][31-20E3]|[1f932][267b][267e][2694],
,Scrap Kettle_upgraded,Roll a burning dice|(Always offered as scrap),Scrap Kettle_upgraded,[1f504][fire][dice]|[1f932][267b][267e][2694],
,Scrap Kettle_downgraded,Self inflict [fire]2 burns|(Always offered as scrap),Scrap Kettle_downgraded,[1f4e5][fire][32-20E3]|[1f932][267b][267e][2694],
,Scrap Spear,Do [sword]6 damage|(Always offered as scrap),[267b-border][1f93a-border],[1f4e4][sword][36-20E3][1f915]|[1f932][267b][267e][2694],
,Scrap Spear_upgraded,Do [sword]7 damage|(Always offered as scrap),Scrap Spear_upgraded,[1f4e4][sword][37-20E3][1f915]|[1f932][267b][267e][2694],
,Scrap Spear_downgraded,Do [sword]3 damage|(Always offered as scrap),Scrap Spear_downgraded,[1f4e4][sword][33-20E3][1f915]|[1f932][267b][267e][2694],
,Scrap Club,Do [sword]<d6> damage|(Always offered as scrap),[267b-border][2663-border],[1f4e4][sword]<d6>[1f915]|[1f932][267b][267e][2694],
,Scrap Book,Duplicate a dice|(Always offered as scrap),[267b-border][1f4d6-border],[dice][dice]|[1f932][267b][267e][2694],
,Scrap Bump,Dice value +1|(Always offered as scrap),[267b-border][2795-border],[dice][1f522][2795][31-20E3]|[1f932][267b][267e][2694],
,Scrap Nettle,Gain [thorns]1 thorns|(Always offered as scrap),[267b-border][thorns-border],[1f4e5][thorns][31-20E3]|[1f932][267b][267e][2694],
,Rotten Egg@6,Contains a terrible item|(Always offered as scrap),[1f44e-border][1f95a-border]@[36-20E3-border],[1f423][1f44e][1f6e0]|[1f932][267b][267e][2694],
,Rotten Egg@6_upgraded,Contents are even worse|(Always offered as scrap),Rotten Egg@6_upgraded,[1f423][1f44e][1f44e][1f6e0]|[1f932][267b][267e][2694],
,Rotten Egg@5,Contains a terrible item|(Always offered as scrap),[1f44e-border][1f95a-border]@[35-20E3-border],[1f423][1f44e][1f6e0]|[1f932][267b][267e][2694],
,Rotten Egg@5_upgraded,Contents are even worse|(Always offered as scrap),Rotten Egg@5_upgraded,[1f423][1f44e][1f44e][1f6e0]|[1f932][267b][267e][2694],
,Rotten Egg@4,Contains a terrible item|(Always offered as scrap),[1f44e-border][1f95a-border]@[34-20E3-border],[1f423][1f44e][1f6e0]|[1f932][267b][267e][2694],
,Rotten Egg@4_upgraded,Contents are even worse|(Always offered as scrap),Rotten Egg@4_upgraded,[1f423][1f44e][1f44e][1f6e0]|[1f932][267b][267e][2694],
,Rotten Egg@3,Contains a terrible item|(Always offered as scrap),[1f44e-border][1f95a-border]@[33-20E3-border],[1f423][1f44e][1f6e0]|[1f932][267b][267e][2694],
,Rotten Egg@3_upgraded,Contents are even worse|(Always offered as scrap),Rotten Egg@3_upgraded,[1f423][1f44e][1f44e][1f6e0]|[1f932][267b][267e][2694],
,Rotten Egg@2,Contains a terrible item|(Always offered as scrap),[1f44e-border][1f95a-border]@[32-20E3-border],[1f423][1f44e][1f6e0]|[1f932][267b][267e][2694],
,Rotten Egg@2_upgraded,Contents are even worse|(Always offered as scrap),Rotten Egg@2_upgraded,[1f423][1f44e][1f44e][1f6e0]|[1f932][267b][267e][2694],
,Rotten Egg@1,Contains a terrible item|(Always offered as scrap),[1f44e-border][1f95a-border]@[31-20E3-border],[1f423][1f44e][1f6e0]|[1f932][267b][267e][2694],
,Rotten Egg@1_upgraded,Contents are even worse|(Always offered as scrap),Rotten Egg@1_upgraded,[1f423][1f44e][1f44e][1f6e0]|[1f932][267b][267e][2694],
,Transformer@1,Do [sword]2 damage|Add +2 each battle,[2795-border][1f6e0-border]@[31-20E3-border],[1f4e4][sword][32-20E3][1f915]|[2795][32-20E3][267e][2694],
,Transformer@2,Do [sword]4 damage|Add +2 each battle,[2795-border][1f6e0-border]@[32-20E3-border],[1f4e4][sword][34-20E3][1f915]|[2795][32-20E3][267e][2694],
,Transformer@3,Do [sword]6 damage|Add +2 each battle,[2795-border][1f6e0-border]@[33-20E3-border],[1f4e4][sword][36-20E3][1f915]|[2795][32-20E3][267e][2694],
,Transformer@4,Do [sword]8 damage|Add +2 each battle,[2795-border][1f6e0-border]@[34-20E3-border],[1f4e4][sword][38-20E3][1f915]|[2795][32-20E3][267e][2694],
,Transformer@5,Do [sword]10 damage|Add +2 each battle,[2795-border][1f6e0-border]@[35-20E3-border],[1f4e4][sword][31-20E3][30-20E3][1f915]|[2795][32-20E3][267e][2694],
,Transformer@6,Do [sword]12 damage|Add +2 each battle,[2795-border][1f6e0-border]@[36-20E3-border],[1f4e4][sword][31-20E3][32-20E3][1f915]|[2795][32-20E3][267e][2694],
,Transformer@7,Do [sword]14 damage|Add +2 each battle,[2795-border][1f6e0-border]@[37-20E3-border],[1f4e4][sword][31-20E3][34-20E3][1f915]|[2795][32-20E3][267e][2694],
,Transformer@8,Do [sword]16 damage|Add +2 each battle,[2795-border][1f6e0-border]@[38-20E3-border],[1f4e4][sword][31-20E3][36-20E3][1f915]|[2795][32-20E3][267e][2694],
,Transformer@9,Do [sword]18 damage|Add +2 each battle,[2795-border][1f6e0-border]@[39-20E3-border],[1f4e4][sword][31-20E3][38-20E3][1f915]|[2795][32-20E3][267e][2694],
,Transformer@10,Do [sword]20 damage|At max level,[2795-border][1f6e0-border]@[31-20E3-border][30-20E3-border],[1f4e4][sword][32-20E3][30-20E3][1f915]|[2b06][1f4aa],
,Encyclopedia,Get a temporary gadget|[gray](once per battle),[1f4da-border],[1f4e5][1f39b][1f449][2694]|[31-20E3][1f590][267e][2694],
,Double Edge,Do [sword]<d6> damage|to both enemy and you,[1fa80-border][2694-border],[1f4e4][sword]<d6>[1f915][2197][2199],
,Double Edge_upgraded,Do [sword]<double> damage|to both enemy and you,Double Edge_upgraded,[1f4e4][sword][32-20E3][2716]<d6>[1f915][2197][2199],
,Rubber Mallet,Do [sword]<d6> damage[;]|on 1[;] also reroll,[1f921-border][1f528-border],[1f4e4][sword]<d6>[1f915]|[31-20E3][27a1][1f504],
,Rubber Mallet_upgraded,Do [sword]<d6> damage[;]|on odd[;] also reroll,Rubber Mallet_upgraded,[1f4e4][sword]<d6>[1f915]|[31-20E3][33-20E3][35-20E3][27a1][1f504],
,Smush Together,Combine dice[;] value -1,[1f44f-border],[1faa2][dice]|[1f522][2796][31-20E3],
,Smush Together_upgraded,Combine dice[;] value +1,Smush Together_upgraded,[1faa2][dice]|[1f522][2795][31-20E3],
,Change Machine,Return four 1s,[1fa99-border][1f5a8-border],[21aa][34-20E3][dice][1f522][31-20E3],
,Change Machine_upgraded,Return four 1s|[gray](Reuseable),Change Machine_upgraded,[21aa][34-20E3][dice][1f522][31-20E3]|,
,Calculator,Multiply dice together[;]|do that much damage,[2716-border],[1f4e4][dice][1f522][2716][dice][1f522][1f915],
,Hi Vis Jacket,Add [shield]<d6> shield|(Gain [reduce]1 each turn),[1f9ba-border],[2795][shield]<d6>|[1f4e5][reduce][31-20E3][267e][231b],
,Plague,At the start of each turn[;]|curse everyone,[1f912-border][1f9a0-border],[267e][231b]|[curse][2197][2199],
,Plague_upgraded,At the start of each turn[;]|curse enemy,Plague_upgraded,[267e][231b]|[curse][2197],
,Plague_downgraded,At the start of each turn[;]|curse yourself,Plague_downgraded,[267e][231b]|[curse][2199],
,Spannersword,Combine dice[;] do [sword]1,[1f527-border][sword-border],[1faa2][dice]|[1f4e4][sword][31-20E3][1f915],
,Spannersword_upgraded,Combine dice[;] do [sword]1|[gray](Reuseable),Spannersword_upgraded,[1faa2][dice]|[1f4e4][sword][31-20E3][1f915]|,
,Screwdriver,Do [sword]<d6> damage[;]|on 6[;] reactivate gadget,[1fa9b-border],[1f4e4][sword]<d6>[1f915]|[36-20E3][27a1][1f39b][2795][31-20E3][1f590],
,Screwdriver_downgraded,Do [sword]<d6> damage,Screwdriver_downgraded,[1f4e4][sword]<d6>[1f915],
,Screwdriver_weakened,Do [sword]<d6> damage,Screwdriver_weakened,[1f4e4][sword]<d6>[1f915],
,Last Laugh,Enemy will survive the|next fatal blow,[23ed-border][1f923-border],[2197][26d4][26b0][23e9][26b0][1f915],
,Last Laugh?,Enemy will survive for|the next three turns...,[23ed-border][1f923-border][2753-border],[2197][26d4][26b0][23e9][33-20E3][231b]|[1f914],
,Justice,Do [sword]<d6> damage[;]|blind all dice,[2696-border],[1f4e4][sword]<d6>[1f915][;]|[blind][267e][dice],
,Divine Sword,Do [sword]<d6> damage[;] if|enemy hp is full[;] do double,[1f607-border][sword-border],[1f4e4][sword]<d6>[1f915]|[2197][heart][2934][heart][1f4ca][27a1][32-20E3][2716],
,Divine Sword_upgraded,Do [sword]<d6> damage[;] if|enemy hp is full[;] do triple,Divine Sword_upgraded,[1f4e4][sword]<d6>[1f915]|[2197][heart][2934][heart][1f4ca][27a1][33-20E3][2716],
,Divine Sword_downgraded,Do [sword]<d6> damage[;] if|enemy hp is full[;] do +[sword]3,Divine Sword_downgraded,[1f4e4][sword]<d6>[1f915]|[2197][heart][2934][heart][1f4ca][27a1][2795][sword][33-20E3],
,Cornucopia ,Gain a random blessing,[1f3ba-border][1f957-border],[1f4e5][2753][1f642][1f300],
,Wheel of Fortune,Issue commandments,[1f3a1-border][1f960-border],[1f4e4][1f4dc],
,Wheel of Fortune_downgraded,Issue commandments[;]|curse yourself,Wheel of Fortune_downgraded,[1f4e4][1f4dc]|[1f4e5][curse],
,Divine Axe,Do [sword]<triple> damage[;] if|enemy has any shield[;] miss,[1f607-border][1fa93-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[2197][shield][27a1][26d4][1f915],
,Divine Axe_upgraded,Do [sword]<quadruple> damage[;] if|enemy has any shield[;] miss,Divine Axe_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[2197][shield][27a1][26d4][1f915],
,Divine Axe_downgraded,Do [sword]<double> damage[;] if|enemy has any shield[;] miss,Divine Axe_downgraded,[1f4e4][sword][32-20E3][2716]<d6>[1f915]|[2197][shield][27a1][26d4][1f915],
,Judgement@plants,Do [sword]<triple>[;] plants|take only [sword]1 damage,[1f9d1-200D-2696-FE0F-border]@[1f33f-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[1f33f][27a1][sword][31-20E3][1f915],
,Judgement@plants_upgraded,Do [sword]<quadruple>[;] plants|take only [sword]1 damage,Judgement@plants_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[1f33f][27a1][sword][31-20E3][1f915],
,Judgement@plants_downgraded,Do [sword]<d6>[;] plants|take only [sword]1 damage,Judgement@plants_downgraded,[1f4e4][sword]<d6>[1f915]|[1f33f][27a1][sword][31-20E3][1f915],
,Judgement@hats,Do [sword]<triple>[;] hat wearers|take only [sword]1 damage,[1f9d1-200D-2696-FE0F-border]@[1f3a9-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[1f3a9][27a1][sword][31-20E3][1f915],
,Judgement@hats_upgraded,Do [sword]<quadruple>[;] hat wearers|take only [sword]1 damage,Judgement@hats_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[1f3a9][27a1][sword][31-20E3][1f915],
,Judgement@hats_downgraded,Do [sword]<d6>[;] hat wearers|take only [sword]1 damage,Judgement@hats_downgraded,[1f4e4][sword]<d6>[1f915]|[1f3a9][27a1][sword][31-20E3][1f915],
,Judgement@green,Do [sword]<triple>[;] green things|take only [sword]1 damage,[1f9d1-200D-2696-FE0F-border]@[1f7e2-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[1f7e2][27a1][sword][31-20E3][1f915],
,Judgement@green_upgraded,Do [sword]<quadruple>[;] green things|take only [sword]1 damage,Judgement@green_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[1f7e2][27a1][sword][31-20E3][1f915],
,Judgement@green_downgraded,Do [sword]<d6>[;] green things|take only [sword]1 damage,Judgement@green_downgraded,[1f4e4][sword]<d6>[1f915]|[1f7e2][27a1][sword][31-20E3][1f915],
,Judgement@swords,Do [sword]<triple>[;] sword|holders take only [sword]1,[1f9d1-200D-2696-FE0F-border]@[sword-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[sword][27a1][sword][31-20E3],
,Judgement@swords_upgraded,Do [sword]<quadruple>[;] sword|holders take only [sword]1,Judgement@swords_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[sword][27a1][sword][31-20E3],
,Judgement@swords_downgraded,Do [sword]<d6>[;] sword|holders take only [sword]1,Judgement@swords_downgraded,[1f4e4][sword]<d6>[1f915]|[sword][27a1][sword][31-20E3],
,Judgement@shields,Do [sword]<triple>[;] shield|holders take only [sword]1,[1f9d1-200D-2696-FE0F-border]@[shield-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[shield][27a1][sword][31-20E3],
,Judgement@shields_upgraded,Do [sword]<quadruple>[;] shield|holders take only [sword]1,Judgement@shields_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[shield][27a1][sword][31-20E3],
,Judgement@shields_downgraded,Do [sword]<d6>[;] shield|holders take only [sword]1,Judgement@shields_downgraded,[1f4e4][sword]<d6>[1f915]|[shield][27a1][sword][31-20E3],
,Judgement@spears,Do [sword]<triple>[;] spear|holders take only [sword]1,[1f9d1-200D-2696-FE0F-border]@[1f93a-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[1f93a][27a1][sword][31-20E3],
,Judgement@spears_upgraded,Do [sword]<quadruple>[;] spear|holders take only [sword]1,Judgement@spears_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[1f93a][27a1][sword][31-20E3],
,Judgement@spears_downgraded,Do [sword]<d6>[;] spear|holders take only [sword]1,Judgement@spears_downgraded,[1f4e4][sword]<d6>[1f915]|[1f93a][27a1][sword][31-20E3],
,Judgement@animals,Do [sword]<triple>[;] animals|take only [sword]1 damage,[1f9d1-200D-2696-FE0F-border]@[1f404-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[1f404][27a1][sword][31-20E3][1f915],
,Judgement@animals_upgraded,Do [sword]<quadruple>[;] animals|take only [sword]1 damage,Judgement@animals_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[1f404][27a1][sword][31-20E3][1f915],
,Judgement@animals_downgraded,Do [sword]<d6>[;] animals|take only [sword]1 damage,Judgement@animals_downgraded,[1f4e4][sword]<d6>[1f915]|[1f404][27a1][sword][31-20E3][1f915],
,Judgement@floating,Do [sword]<triple>[;] things that|can float take only [sword]1,[1f9d1-200D-2696-FE0F-border]@[1f388-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[1f388][27a1][sword][31-20E3],
,Judgement@floating_upgraded,Do [sword]<quadruple>[;] things that|can float take only [sword]1,Judgement@floating_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[1f388][27a1][sword][31-20E3],
,Judgement@floating_downgraded,Do [sword]<d6>[;] things that|can float take only [sword]1,Judgement@floating_downgraded,[1f4e4][sword]<d6>[1f915]|[1f388][27a1][sword][31-20E3],
,Judgement@eyewear,Do [sword]<triple>[;] things with|eyewear take only [sword]1,[1f9d1-200D-2696-FE0F-border]@[1f453-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[1f453][27a1][sword][31-20E3],
,Judgement@eyewear_upgraded,Do [sword]<quadruple>[;] things with|eyewear take only [sword]1,Judgement@eyewear_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[1f453][27a1][sword][31-20E3],
,Judgement@eyewear_downgraded,Do [sword]<d6>[;] things with|eyewear take only [sword]1,Judgement@eyewear_downgraded,[1f4e4][sword]<d6>[1f915]|[1f453][27a1][sword][31-20E3],
